"uniqueID","country","ccode","psu","zone","type","quadrat","hhid","month","year","longitude","latitude","gender","landOwnStatus","nWomen","nMen","nOldWomen","nOldMen","nGirls","nBoys","nInfants","nMobility","nMembers","ppi","pQuintile","nl","nu100","nu150","nu200","extreme","ppp125","ppp175","ppp200","ppp250","waterSource","water1","water2","water2a","water3","water3a","water4","water4a","water4b","water5","water5a","water5b","water6","water6a","water7","water7a","water7b","water7c","water8","water8a","water9a","water9b","water9c","water9d","water9e","water9f","water10","water10a","water10b","water11","water11a","water11b","water11c","water11d","water12","water12a","water12b","water13","water13a","water14","water14a","water16","water16a","water17","water18","jmpWater1","jmpWater2","jmpWater3","jmpWater4","jmpWater5","accessWater","san1","san1a","san2","san2a","san3","san4","san5","san6","san7","san8a","san8b","san8c","san8d","san8e","san8f","san8g","san9","san10","san11","san12","san13","san13a","san14","san15","san16","san17","san18","san19","san20a","san20b","san20c","san20d","san20e","san21","san22a","san22b","san22c","san23","san24a","san24b","san24c","san24d","san25","san32","san33","san34","san34a","san35","san35a","san36","san37","jmpSan1","jmpSan2","jmpSan3","jmpSan4","jmpSan5","adequateSan","accessSan","acceptSan","acceptScore","jmpHand1","jmpHand2","jmpHand3","san26","san27","san28","san28a","san29","san30","jmpWoman","jmpWomenHygiene","overall1","overall2","overall3","overall4","overallSpend","corporation"
110601,"Bangladesh","BGD",1106,1,1,6,1,"Mar",2017,90.4286072,23.853304,"Female","Tenant",1,2,0,0,1,0,0,0,4,72,4,0.002,0.023,0.246,0.51,0,0.056,0.315,0.429,0.604,"Piped water to yard/plot",1,"Formal",1,"No",0,20,1,0,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,0,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,20,1,"Flush/pour flush","Piped sewer system",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,0,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,1,0,1,NA,NA,NA,1,0,1,"Cloth",1,NA,0,1,0,0,1,0,0,"North City Corporation"
110602,"Bangladesh","BGD",1106,1,1,6,2,"Mar",2017,90.4285929,23.8532751,"Female","Owner-occupier",1,2,0,1,0,0,0,0,4,68,4,0.004,0.044,0.286,0.525,0.001,0.087,0.322,0.445,0.633,"Piped water to yard/plot",1,"Formal",1,"No",0,20,1,0,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,0,25,"No",0,"No",0,"Yes",1,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,20,1,"Flush/pour flush","Piped sewer system",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,10,1,0,1,1,5000,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,0,NA,NA,NA,NA,0,NA,0,0,1,0,25,"North City Corporation"
110701,"Bangladesh","BGD",1107,1,1,7,1,"Mar",2017,90.432868,23.8597202,"Female","Owner-occupier",1,2,1,0,0,1,0,0,5,66,4,0.004,0.044,0.286,0.525,0.001,0.087,0.322,0.445,0.633,"Piped water to yard/plot",1,"Formal",1,"No",0,18,1,0,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","No",0,"No",0,NA,0,0,50,"No",0,"No",0,"Yes",1,"No",0,1,1,0,0,0,1,NA,0,"Communal / shared toilet",1,15,1,"Flush/pour flush","Piped sewer system",0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,10,1,50,1,1,5000,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,1,0,3,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,100,"North City Corporation"
110702,"Bangladesh","BGD",1107,1,1,7,2,"Mar",2017,90.4324665,23.8596331,"Female","Tenant",2,1,0,0,1,0,1,0,5,49,2,0.066,0.196,0.658,0.866,0.054,0.335,0.688,0.796,0.915,"Piped water to yard/plot",1,"Formal",1,"No",0,18,1,0,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"Yes",1,"Other's water point",0,0,NA,"Don't know",NA,"Don't know",NA,"No",0,"Don't know",NA,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,15,1,"Flush/pour flush","Piped sewer system",0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,10,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,0,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,0,0,3,NA,NA,NA,1,1,1,"Napkin/pad",NA,1,1,1,0,0,1,0,0,"North City Corporation"
110801,"Bangladesh","BGD",1108,1,1,8,1,"Mar",2017,90.4221118,23.8628299,"Female","Tenant",4,3,0,0,1,2,1,0,11,47,2,0.066,0.196,0.658,0.866,0.054,0.335,0.688,0.796,0.915,"Piped water to yard/plot",1,"Formal",1,"No",0,18,1,0,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"Yes",1,"Piped water into dwelling",1,1,NA,"Yes",1,"No",0,"Yes",1,"No",0,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,12,1,"Flush/pour flush","Don't know",0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,6,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,1,0,3,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,0,"North City Corporation"
110802,"Bangladesh","BGD",1108,1,1,8,2,"Mar",2017,90.4221118,23.8628299,"Female","Tenant",1,1,0,0,1,0,0,0,3,34,1,0.191,0.409,0.843,0.96,0.169,0.57,0.879,0.935,0.982,"Piped water to yard/plot",1,"Formal",1,"Don't know",NA,5,0,0,NA,NA,0,"Don't know",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"Don't know",NA,NA,0,0,NA,"Yes",1,"No",0,"Yes",1,"Don't know",NA,1,1,0,0,0,1,NA,0,"Communal / shared toilet",1,12,1,"Flush/pour flush","Don't know",NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,5,1,0,NA,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,0,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,0,"North City Corporation"
110901,"Bangladesh","BGD",1109,1,1,9,1,"Mar",2017,90.4336498,23.8612564,"Female","Owner-occupier",1,1,1,0,1,1,0,0,5,69,4,0.004,0.044,0.286,0.525,0.001,0.087,0.322,0.445,0.633,"Piped water into dwelling",1,"Formal",1,"No",0,20,1,0,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"21-40 litres per day","Yes",1,"No",0,NA,0,0,125,"Yes",1,"Yes",1,"Yes",1,"No",0,0,0,0,0,0,1,NA,0,"Household toilet",0,0,0,"Pit latrine with slab or ventilated improved pit latrine (VIP)","Don't know",0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,50,1,1,50000,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",1,0,0,0,1,NA,1,1,0,4,NA,NA,NA,1,1,1,"Napkin/pad",NA,1,1,1,0,0,1,0,175,"North City Corporation"
110902,"Bangladesh","BGD",1109,1,1,9,2,"Mar",2017,90.4338372,23.8611811,"Female","Tenant",1,1,0,0,1,0,0,0,3,36,1,0.15,0.36,0.808,0.936,0.138,0.503,0.836,0.907,0.969,"Piped water into dwelling",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,1,1,0,0,0,1,NA,0,"Communal / shared toilet",1,9,1,"Pit latrine without slab/open pit","Don't know",0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,5,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",1,0,1,0,0,NA,0,1,0,2,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,1,0,0,0,0,"North City Corporation"
111001,"Bangladesh","BGD",1110,1,1,10,1,"Mar",2017,90.4112575,23.878031,"Female","Tenant",2,0,0,0,0,0,0,0,2,54,3,0.039,0.147,0.55,0.813,0.045,0.242,0.603,0.742,0.879,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Don't know",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Don't know",NA,"Yes",1,"Piped water into dwelling",1,1,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,7,1,"Flush/pour flush","Piped sewer system",NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,5,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,0,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,0,NA,NA,NA,NA,0,NA,0,0,1,0,0,"North City Corporation"
111002,"Bangladesh","BGD",1110,1,1,10,2,"Mar",2017,90.4107141,23.8778664,"Female","Tenant",1,2,0,0,0,1,0,0,4,42,2,0.127,0.267,0.761,0.919,0.111,0.408,0.796,0.874,0.949,"Piped water to yard/plot",1,"Formal",1,"Don't know",NA,24,1,1,7,1,1,"Don't know",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"Yes",1,"Piped water into dwelling",1,1,NA,"No",0,"No",0,"Yes",1,"Yes",1,0,0,0,0,0,1,NA,0,"Communal / shared toilet",1,8,1,"Flush/pour flush","Piped sewer system",NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,3,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,0,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,0,"North City Corporation"
111101,"Bangladesh","BGD",1111,1,1,11,1,"Mar",2017,90.4237732,23.8610806,"Female","Tenant",1,1,0,0,0,1,1,0,4,51,2,0.039,0.147,0.55,0.813,0.045,0.242,0.603,0.742,0.879,"Piped water to yard/plot",1,"Formal",1,"No",0,20,1,0,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,0,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,7,1,"Flush/pour flush","Open drain/ditch/water body",0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,0,0,NA,1,1,0,4,NA,NA,NA,1,1,1,"Napkin/pad",NA,1,1,1,0,0,1,0,0,"North City Corporation"
111102,"Bangladesh","BGD",1111,1,1,11,2,"Mar",2017,90.424084,23.8623163,"Female","Owner-occupier",3,3,0,0,0,1,0,0,7,75,5,0,0.012,0.214,0.403,0,0.043,0.258,0.34,0.507,"Piped water to yard/plot",1,"Formal",1,"No",0,6,0,0,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"No",0,NA,0,0,NA,"Yes",1,"Yes",1,"Yes",1,"Yes",1,1,1,0,0,0,1,NA,0,"Household toilet",0,0,0,"Flush/pour flush","Open drain/ditch/water body",0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,0,0,NA,1,1,0,4,NA,NA,NA,1,1,1,"Napkin/pad",NA,1,1,1,0,0,1,0,0,"North City Corporation"
111201,"Bangladesh","BGD",1112,1,1,12,1,"Mar",2017,90.4248926,23.8637147,"Female","Tenant",2,1,0,0,3,1,0,0,7,39,2,0.15,0.36,0.808,0.936,0.138,0.503,0.836,0.907,0.969,"From water supply point",0,"Formal",1,"No",0,20,1,0,7,1,1,"Yes",1,1,1,1,1,0,0,NA,NA,NA,NA,NA,"Whole family","41-60 litres per day","Yes",1,"Yes",1,"Public tap/standpipe/kiosk",1,0,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,0,1,0,1,0,0,NA,0,"Household toilet",0,0,0,"Flush/pour flush","Open drain/ditch/water body",0,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,0,0,NA,1,1,0,3,NA,NA,NA,1,1,1,"Napkin/pad",NA,1,1,1,0,0,1,0,0,"North City Corporation"
111202,"Bangladesh","BGD",1112,1,1,12,2,"Mar",2017,90.4248828,23.8635084,"Female","Tenant",2,3,0,0,0,0,0,0,5,60,3,0.009,0.053,0.348,0.649,0.01,0.109,0.404,0.546,0.732,"Piped water to yard/plot",1,"Formal",1,"No",0,20,1,0,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"No",0,NA,0,0,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,23,1,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,NA,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,1,NA,NA,NA,0,"House owner","Landlord",1,0,0,1,0,NA,1,1,0,3,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,0,"North City Corporation"
111301,"Bangladesh","BGD",1113,1,1,13,1,"Mar",2017,90.4062981,23.8761767,"Female","Tenant",1,1,0,0,1,0,0,0,3,60,3,0.009,0.053,0.348,0.649,0.01,0.109,0.404,0.546,0.732,"Piped water to yard/plot",1,"Formal",1,"No",0,20,1,0,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"No",0,NA,0,0,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,0,NA,0,0,0,1,NA,0,"Communal / shared toilet",1,32,1,"Flush/pour flush","Septic tank",0,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,NA,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,"House owner","Landlord",1,0,0,1,0,NA,1,1,0,4,NA,NA,NA,1,0,1,"Cloth",1,NA,0,1,0,0,1,0,0,"Outside"
